시험고유번호,시험명,과목,대단원,중단원,정답,배점,표준반응시간(초),표준총응시시간(초),생성일,과정번호,분류코드
632,중3-1(이차방정식~이차함수)_031,,,,"[5, 3, 1, 1, 1, 1, 4, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/02,30,"['BDM_MAD3_0147', 'BDM_MAD3_0232', 'BDM_MAD3_0064', 'BDM_MAC3_0161', 'BDM_MAD3_0014', 'BDM_MAD3_0121', 'BDM_MAD3_0216', 'BDM_MAD3_0113']"
633,중3-1(이차방정식~이차함수)_032,,,,"[3, 3, 4, 3, 3, 31, 1, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/02,30,"['BDM_MAC3_0008', 'BDM_MAC3_0142', 'BDM_MAD3_0242', 'BDM_MAD3_0012', 'BDM_MAC3_0202', 'BDM_MAD3_0024', 'BDM_MAC3_0089', 'BDM_MAC3_0201']"
634,중3-1(이차방정식~이차함수)_033,,,,"[4, 27, 1, 5, 5, 1, 5, 5]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/02,30,"['BDM_MAD3_0100', 'BDM_MAC3_0043', 'BDM_MAD3_0159', 'BDM_MAD3_0136', 'BDM_MAC3_0163', 'BDM_MAD3_0076', 'BDM_MAC3_0251', 'BDM_MAC3_0134']"
635,중3-1(이차방정식~이차함수)_034,,,,"['3', '2', '2', '3,4', '4', '4', '3', '4']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/02,30,"['BDM_MAC3_0219', 'BDM_MAD3_0204', 'BDM_MAD3_0011', 'BDM_MAD3_0195', 'BDM_MAC3_0187', 'BDM_MAD3_0186', 'BDM_MAD3_0091', 'BDM_MAD3_0209']"
636,중3-1(이차방정식~이차함수)_035,,,,"[16, 4, 2, 1, 10, 1, 2, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/02,30,"['BDM_MAD3_0090', 'BDM_MAD3_0245', 'BDM_MAC3_0237', 'BDM_MAD3_0148', 'BDM_MAC3_0004', 'BDM_MAD3_0135', 'BDM_MAD3_0021', 'BDM_MAC3_0114']"
637,중3-1(이차방정식~이차함수)_036,,,,"[4, 1, 1, 3, 5, 5, 2, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/02,30,"['BDM_MAD3_0265', 'BDM_MAC3_0194', 'BDM_MAD3_0108', 'BDM_MAC3_0118', 'BDM_MAC3_0168', 'BDM_MAC3_0126', 'BDM_MAD3_0008', 'BDM_MAC3_0143']"
638,중3-1(이차방정식~이차함수)_037,,,,"[1, 4, 5, 2, 2, 5, 6, 8]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/0230,"['BDM_MAC3_0235', 'BDM_MAD3_0079', 'BDM_MAD3_0044', 'BDM_MAD3_0212', 'BDM_MAD3_0146', 'BDM_MAD3_0007', 'BDM_MAD3_0273', 'BDM_MAD3_0266']",
639,중3-1(이차방정식~이차함수)_038,,,,"[4, 7, 5, 4, 1, 4, 78, 3]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/02,30,"['BDM_MAC3_0113', 'BDM_MAD3_0082', 'BDM_MAD3_0202', 'BDM_MAC3_0179', 'BDM_MAD3_0019', 'BDM_MAC3_0039', 'BDM_MAC3_0239', 'BDM_MAD3_0123']"
640,중3-1(이차방정식~이차함수)_039,,,,"['25', '3', '12', '1', '2', '4', '-8', '2,5']","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/02,30,"['BDM_MAD3_0023', 'BDM_MAC3_0189', 'BDM_MAC3_0020', 'BDM_MAC3_0129', 'BDM_MAC3_0230', 'BDM_MAD3_0249', 'BDM_MAD3_0114', 'BDM_MAD3_0192']"
641,중3-1(이차방정식~이차함수)_040,,,,"[3, 5, 3, 16, 5, 3, 1, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/02,30,"['BDM_MAC3_0081', 'BDM_MAD3_0227', 'BDM_MAC3_0234', 'BDM_MAC3_0152', 'BDM_MAC3_0157', 'BDM_MAD3_0122', 'BDM_MAC3_0109', 'BDM_MAD3_0263']"
642,(삼각함수+도함수)_001,,,,"[4, 4, 3, 5, 3, 4, 5, 1]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/09,0,"['BDH_DBB3_0062', 'BDH_CBA3_0165', 'BDH_DBB3_0084', 'BDH_DBB3_0011', 'BDH_CBA3_0080', 'BDH_CBA3_0046', 'BDH_CBB3_0100', 'BDH_CBA3_0117']"
643,(삼각함수+도함수)_002,,,,"[4, 3, 3, 4, 1, 3, 2, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/09,0,"['BDH_CBA3_0091', 'BDH_DBB3_0212', 'BDH_DBB3_0234', 'BDH_DBB3_0083', 'BDH_CBB3_0051', 'BDH_DBB3_0243', 'BDH_CBA3_0014', 'BDH_DBB3_0130']"
644,(삼각함수+도함수)_003,,,,"[3, 3, 2, 4, 4, 2, 3, 24]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/09,0,"['BDH_DBB3_0123', 'BDH_DBB3_0146', 'BDH_CBA3_0056', 'BDH_DBB3_0185', 'BDH_DBB3_0072', 'BDH_DBB3_0063', 'BDH_CBB3_0090', 'BDH_DBB3_0046']"
645,(삼각함수+도함수)_004,,,,"[2, 1, 20, 3, 3, 2, 4, 4]","[12, 12, 12, 12, 13, 13, 13, 13]","[60, 60, 60, 60, 60, 60, 60, 60]",480.0,2023/05/09,0,"['BDH_DBB3_0169', 'BDH_CBA3_0050', 'BDH_DBB3_0013', 'BDH_DBB3_0044', 'BDH_CBB3_0064', 'BDH_CBA3_0112', 'BDH_CBA3_0133', 'BDH_CBA3_0129']"
646,"수학(상,하)_함수+방정식_001",,,,"[2, 2, 1, 4, 3, 4, 4, 46]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABC3_0069', 'BDH_ABC3_0059', 'BDH_ABE3_0109', 'BDH_ABB3_0132', 'BDH_ABB3_0022', 'BDH_ABC3_0136', 'BDH_BBA3_0055', 'BDH_ABD4_0100']"
647,"수학(상,하)_함수+방정식_002",,,,"[3, 5, 5, 1, 2, 4, 42, 25]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABD3_0042', 'BDH_ABB3_0161', 'BDH_ABD3_0003', 'BDH_ABE3_0150', 'BDH_ABE3_0108', 'BDH_ABE3_0032', 'BDH_BBA3_0046', 'BDH_ABE4_0039']"
648,"수학(상,하)_함수+방정식_003",,,,"[4, 2, 2, 5, -1, 26, -16, 6]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_BBA3_0005', 'BDH_ABC3_0037', 'BDH_ABB3_0146', 'BDH_ABD3_0009', 'BDH_ABC3_0034', 'BDH_BBB3_0064', 'BDH_ABC3_0011', 'BDH_ABD4_0072']"
649,"수학(상,하)_함수+방정식_004",,,,"[1, 3, 1, 4, 3, 2, 3, 5]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABC3_0010', 'BDH_ABB3_0109', 'BDH_BBA3_0042', 'BDH_ABE3_0075', 'BDH_ABE3_0138', 'BDH_ABD3_0027', 'BDH_ABE3_0067', 'BDH_ABE4_0030']"
650,"수학(상,하)_함수+방정식_005",,,,"[16, 2, 1, 4, 4, 4, 5, 3]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABB3_0086', 'BDH_BBB3_0041', 'BDH_BBA3_0037', 'BDH_ABE3_0065', 'BDH_BBA3_0017', 'BDH_BBB3_0110', 'BDH_ABB3_0138', 'BDH_ABD4_0074']"
651,"수학(상,하)_함수+방정식_006",,,,"[2, 3, 3, 2, 4, 1, 5, 3]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABB3_0102', 'BDH_ABB3_0040', 'BDH_ABC3_0105', 'BDH_ABB3_0025', 'BDH_ABB3_0067', 'BDH_ABD3_0108', 'BDH_ABD3_0128', 'BDH_ABD4_0134']"
652,"수학(상,하)_함수+방정식_007",,,,"[8, 3, 1, 7, 4, 8, 3, 1]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABB3_0017', 'BDH_ABB3_0098', 'BDH_ABC3_0028', 'BDH_BBA3_0038', 'BDH_BBB3_0082', 'BDH_ABC3_0129', 'BDH_ABC3_0101', 'BDH_ABC4_0048']"
653,"수학(상,하)_함수+방정식_008",,,,"[5, 5, 2, 4, 4, 1, 1, 2]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABB3_0076', 'BDH_ABD3_0058', 'BDH_ABB3_0127', 'BDH_BBB3_0112', 'BDH_ABC3_0122', 'BDH_ABD3_0109', 'BDH_ABC3_0120', 'BDH_ABE4_0049']"
654,"수학(상,하)_함수+방정식_009",,,,"[3, 10, 2, 98, 4, 1, 2, 39]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABB3_0104', 'BDH_BBB3_0100', 'BDH_ABB3_0066', 'BDH_BBB3_0065', 'BDH_BBB3_0044', 'BDH_ABD3_0020', 'BDH_ABE3_0139', 'BDH_ABC4_0031']"
655,"수학(상,하)_함수+방정식_010",,,,"[3, 1, 4, 5, 4, 58, 2, 2]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABE3_0159', 'BDH_ABE3_0001', 'BDH_ABE3_0080', 'BDH_BBB3_0123', 'BDH_ABE3_0007', 'BDH_ABC3_0016', 'BDH_BBB3_0099', 'BDH_ABE4_0035']"
656,"수학(상,하)_함수+방정식_011",,,,"[2, 4, 3, 1, 4, 5, 3, 5]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABE3_0128', 'BDH_ABD3_0115', 'BDH_ABB3_0072', 'BDH_ABB3_0047', 'BDH_ABC3_0043', 'BDH_ABC3_0123', 'BDH_BBA3_0049', 'BDH_BBA4_0020']"
657,"수학(상,하)_함수+방정식_012",,,,"[1, 9, 1, 2, 3, 2, 3, 3]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABE3_0055', 'BDH_ABD3_0112', 'BDH_BBB3_0030', 'BDH_ABE3_0021', 'BDH_ABB3_0121', 'BDH_ABC3_0107', 'BDH_ABC3_0030', 'BDH_ABB4_0002']"
658,"수학(상,하)_함수+방정식_013",,,,"[1, 4, 1, 5, 5, 3, 4, 3]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABB3_0139', 'BDH_ABE3_0072', 'BDH_ABD3_0077', 'BDH_ABE3_0038', 'BDH_ABC3_0064', 'BDH_ABD3_0017', 'BDH_ABD3_0134', 'BDH_ABC4_0001']"
659,"수학(상,하)_함수+방정식_014",,,,"[2, 4, 2, 5, 4, 4, 24, 57]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABB3_0074', 'BDH_ABB3_0087', 'BDH_ABE3_0004', 'BDH_ABD3_0029', 'BDH_ABB3_0037', 'BDH_BBB3_0118', 'BDH_ABC3_0088', 'BDH_BBB4_0019']"
660,"수학(상,하)_함수+방정식_015",,,,"[1, 2, 1, 2, -5, 4, 2, 3]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABC3_0017', 'BDH_ABC3_0063', 'BDH_BBA3_0022', 'BDH_ABC3_0022', 'BDH_BBB3_0070', 'BDH_ABE3_0156', 'BDH_ABB3_0128', 'BDH_ABD4_0078']"
661,"수학(상,하)_함수+방정식_016",,,,"[1, 4, 5, 2, 4, 3, 4, 11]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABC3_0020', 'BDH_BBA3_0061', 'BDH_ABD3_0030', 'BDH_ABE3_0091', 'BDH_ABE3_0098', 'BDH_ABC3_0093', 'BDH_BBB3_0015', 'BDH_BBB4_0023']"
662,"수학(상,하)_함수+방정식_017",,,,"[5, 2, 3, 2, 4, 5, 14, 9]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABB3_0057', 'BDH_ABE3_0155', 'BDH_BBA3_0043', 'BDH_ABB3_0118', 'BDH_BBB3_0049', 'BDH_ABB3_0108', 'BDH_ABE3_0127', 'BDH_ABE4_0004']"
663,"수학(상,하)_함수+방정식_018",,,,"[1, 3, 1, 22, 105, 3, 6, 2]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABB3_0105', 'BDH_ABC3_0033', 'BDH_ABD3_0047', 'BDH_BBA3_0053', 'BDH_ABD3_0076', 'BDH_ABC3_0058', 'BDH_ABE3_0133', 'BDH_ABE4_0045']"
664,"수학(상,하)_함수+방정식_019",,,,"[11, 1, 3, 1, 5, 4, 3, 31]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABE3_0056', 'BDH_BBB3_0036', 'BDH_ABB3_0032', 'BDH_ABE3_0040', 'BDH_ABE3_0162', 'BDH_ABD3_0016', 'BDH_ABD3_0131', 'BDH_ABB4_0029']"
665,"수학(상,하)_함수+방정식_020",,,,"[4, 2, 4, 4, 2, 5, 5, 3]","[10, 10, 10, 10, 10, 10, 10, 30]","[60, 60, 60, 60, 60, 60, 60, 180]",600.0,2023/05/09,0,"['BDH_ABD3_0083', 'BDH_BBA3_0016', 'BDH_ABC3_0076', 'BDH_ABB3_0009', 'BDH_BBB3_0119', 'BDH_ABC3_0040', 'BDH_ABE3_0106', 'BDH_ABC4_0022']"
666,수학(상)_여러가지방정식~도형끝_001,,,,"[3, -4, 4, 1, 1, 2, 4, 2]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ABE3_0100', 'BDH_ACC3_0136', 'BDH_ACC3_0135', 'BDH_ACA3_0069', 'BDH_ACA3_0008', 'BDH_ACA3_0085', 'BDH_ACC4_0017', 'BDH_ACA4_0006']"
667,수학(상)_여러가지방정식~도형끝_002,,,,"[54, 1, 2, 2, 17, 4, 8, 3]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ABD3_0075', 'BDH_ACC3_0014', 'BDH_ACB3_0007', 'BDH_ACD3_0007', 'BDH_ACD3_0085', 'BDH_ACA3_0068', 'BDH_ACC4_0090', 'BDH_ABE4_0062']"
668,수학(상)_여러가지방정식~도형끝_003,,,,"[4, 1, 3, 4, 6, 3, 7, 3]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACB3_0092', 'BDH_ACD3_0032', 'BDH_ACC3_0078', 'BDH_ACB3_0005', 'BDH_ACD3_0083', 'BDH_ACB3_0115', 'BDH_ACC4_0038', 'BDH_ACC4_0099']"
669,수학(상)_여러가지방정식~도형끝_004,,,,"[3, 4, 1, 5, 2, 5, 8, 12]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACC3_0071', 'BDH_ACC3_0035', 'BDH_ABE3_0029', 'BDH_ACD3_0026', 'BDH_ACD3_0017', 'BDH_ACC3_0066', 'BDH_ACC4_0087', 'BDH_ACC4_0020']"
670,수학(상)_여러가지방정식~도형끝_005,,,,"[7, 1, 21, 1, -2, 1, 1, 2]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACA3_0092', 'BDH_ABE3_0055', 'BDH_ABE3_0094', 'BDH_ABD3_0047', 'BDH_ACD3_0084', 'BDH_ABD3_0079', 'BDH_ABD4_0027', 'BDH_ACC4_0012']"
671,수학(상)_여러가지방정식~도형끝_006,,,,"[5, 5, 4, 4, 2, 5, 36, 8]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACB3_0060', 'BDH_ABE3_0140', 'BDH_ABE3_0072', 'BDH_ACA3_0061', 'BDH_ABE3_0139', 'BDH_ABD3_0074', 'BDH_ABE4_0019', 'BDH_ACD4_0032']"
672,수학(상)_여러가지방정식~도형끝_007,,,,"[1, 2, 2, 3, 3, 5, 3, 16]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACD3_0039', 'BDH_ABE3_0118', 'BDH_ACA3_0090', 'BDH_ABD3_0042', 'BDH_ACC3_0032', 'BDH_ACA3_0001', 'BDH_ABE4_0008', 'BDH_ACC4_0091']"
673,수학(상)_여러가지방정식~도형끝_008,,,,"[2, 3, 4, 2, 5, 4, 13, 1]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACB3_0105', 'BDH_ABE3_0165', 'BDH_ABE3_0080', 'BDH_ACA3_0042', 'BDH_ACA3_0018', 'BDH_ABE3_0065', 'BDH_ABD4_0117', 'BDH_ACA4_0001']"
674,수학(상)_여러가지방정식~도형끝_009,,,,"[4, 1, 4, 5, 5, -5, 16, 2]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ABE3_0071', 'BDH_ABD3_0022', 'BDH_ABD3_0101', 'BDH_ABE3_0123', 'BDH_ABD3_0102', 'BDH_ABE3_0025', 'BDH_ACC4_0073', 'BDH_ACB4_0005']"
675,수학(상)_여러가지방정식~도형끝_010,,,,"[3, 2, 1, 5, 31, 5, 2, 4]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACC3_0080', 'BDH_ACC3_0074', 'BDH_ACC3_0139', 'BDH_ACD3_0072', 'BDH_ACC3_0145', 'BDH_ACB3_0040', 'BDH_ABD4_0042', 'BDH_ABE4_0009']"
676,수학(상)_여러가지방정식~도형끝_011,,,,"[3, 2, 4, 5, 3, 1, 20, 3]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ABE3_0043', 'BDH_ACD3_0081', 'BDH_ACC3_0002', 'BDH_ACB3_0053', 'BDH_ACA3_0072', 'BDH_ABE3_0027', 'BDH_ACA4_0005', 'BDH_ABE4_0010']"
677,수학(상)_여러가지방정식~도형끝_012,,,,"[4, 3, 5, 5, 3, 4, 1, 42]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACB3_0078', 'BDH_ABE3_0159', 'BDH_ACD3_0091', 'BDH_ACB3_0066', 'BDH_ACB3_0010', 'BDH_ACA3_0100', 'BDH_ABE4_0018', 'BDH_ABE4_0033']"
678,수학(상)_여러가지방정식~도형끝_013,,,,"[1, 3, 3, 2, 3, 2, 46, 85]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACB3_0045', 'BDH_ABD3_0001', 'BDH_ACC3_0089', 'BDH_ACB3_0023', 'BDH_ABE3_0143', 'BDH_ACA3_0006', 'BDH_ABE4_0037', 'BDH_ABD4_0009']"
679,수학(상)_여러가지방정식~도형끝_014,,,,"[10, 2, 5, 3, 150, 2, 1, 3]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACD3_0082', 'BDH_ACA3_0045', 'BDH_ABD3_0092', 'BDH_ACA3_0088', 'BDH_ACD3_0040', 'BDH_ACB3_0123', 'BDH_ACC4_0103', 'BDH_ACC4_0036']"
680,수학(상)_여러가지방정식~도형끝_015,,,,"[22, 3, 4, 5, 3, 5, 3, 2]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACA3_0054', 'BDH_ACD3_0087', 'BDH_ACC3_0104', 'BDH_ABD3_0033', 'BDH_ACA3_0004', 'BDH_ABE3_0020', 'BDH_ACC4_0088', 'BDH_ACC4_0075']"
681,수학(상)_여러가지방정식~도형끝_016,,,,"[21, 14, 4, 2, 2, 5, 7, 4]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACC3_0134', 'BDH_ACA3_0012', 'BDH_ABD3_0011', 'BDH_ACA3_0010', 'BDH_ACB3_0126', 'BDH_ACD3_0118', 'BDH_ABD4_0133', 'BDH_ACC4_0051']"
682,수학(상)_여러가지방정식~도형끝_017,,,,"[3, 0, 2, 2, 3, 4, 5, 5]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ABD3_0073', 'BDH_ABD3_0002', 'BDH_ACA3_0003', 'BDH_ACA3_0050', 'BDH_ACC3_0130', 'BDH_ACB3_0028', 'BDH_ABD4_0025', 'BDH_ABD4_0001']"
683,수학(상)_여러가지방정식~도형끝_018,,,,"[2, 42, 2, 3, 4, 2, 5, 1]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ABE3_0157', 'BDH_ACC3_0132', 'BDH_ACD3_0060', 'BDH_ABE3_0142', 'BDH_ACC3_0013', 'BDH_ACB3_0051', 'BDH_ABD4_0099', 'BDH_ACA4_0039']"
684,수학(상)_여러가지방정식~도형끝_019,,,,"[4, 3, 5, 16, 12, 1, 5, 3]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ABE3_0092', 'BDH_ACD3_0038', 'BDH_ABE3_0064', 'BDH_ACD3_0111', 'BDH_ACD3_0049', 'BDH_ACD3_0012', 'BDH_ACD4_0025', 'BDH_ACC4_0060']"
685,수학(상)_여러가지방정식~도형끝_020,,,,"[0, 4, 2, 5, 5, 5, 3, 3]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACB3_0003', 'BDH_ABE3_0019', 'BDH_ACD3_0104', 'BDH_ABE3_0009', 'BDH_ACC3_0086', 'BDH_ACC3_0101', 'BDH_ABD4_0078', 'BDH_ACC4_0094']"
686,수학(상)_여러가지방정식~도형끝_021,,,,"[3, 3, 16, 4, 1, 5, 2, 3]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ABE3_0067', 'BDH_ACC3_0041', 'BDH_ACA3_0062', 'BDH_ACD3_0080', 'BDH_ACC3_0010', 'BDH_ABD3_0063', 'BDH_ACC4_0059', 'BDH_ACB4_0008']"
687,수학(상)_여러가지방정식~도형끝_022,,,,"[3, 4, 2, 1, 3, 4, 3, 5]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACB3_0075', 'BDH_ABE3_0114', 'BDH_ABE3_0026', 'BDH_ACB3_0024', 'BDH_ABE3_0161', 'BDH_ABE3_0156', 'BDH_ABD4_0031', 'BDH_ACC4_0085']"
688,수학(상)_여러가지방정식~도형끝_023,,,,"[2, 4, 3, 3, 15, 1, 5, 113]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACB3_0093', 'BDH_ACC3_0056', 'BDH_ACA3_0017', 'BDH_ABD3_0135', 'BDH_ACD3_0099', 'BDH_ABD3_0095', 'BDH_ACC4_0069', 'BDH_ACC4_0055']"
689,수학(상)_여러가지방정식~도형끝_024,,,,"[1, 4, 2, 2, 3, 2, 2, 5]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACC3_0018', 'BDH_ACA3_0082', 'BDH_ACA3_0053', 'BDH_ACC3_0048', 'BDH_ABD3_0019', 'BDH_ABE3_0091', 'BDH_ACD4_0019', 'BDH_ACD4_0022']"
690,수학(상)_여러가지방정식~도형끝_025,,,,"[3, 4, 4, 16, 5, 4, 3, 14]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACC3_0061', 'BDH_ACB3_0139', 'BDH_ACC3_0122', 'BDH_ACC3_0072', 'BDH_ACA3_0029', 'BDH_ABE3_0115', 'BDH_ABD4_0096', 'BDH_ABD4_0087']"
691,수학(상)_여러가지방정식~도형끝_026,,,,"[3, 4, 3, 5, 2, 5, 20, 98]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ABE3_0160', 'BDH_ACC3_0108', 'BDH_ACA3_0091', 'BDH_ACC3_0144', 'BDH_ACB3_0055', 'BDH_ABE3_0162', 'BDH_ACA4_0040', 'BDH_ACC4_0095']"
692,수학(상)_여러가지방정식~도형끝_027,,,,"[4, 3, 4, 3, 1, 1, 2, 7]","[8, 8, 8, 8, 8, 8, 26, 26]","[60, 60, 60, 60, 60, 60, 180, 180]",720.0,2023/05/09,0,"['BDH_ACC3_0116', 'BDH_ABD3_0059', 'BDH_ABE3_0163', 'BDH_ACA3_0070', 'BDH_ABE3_0074', 'BDH_ACD3_0019', 'BDH_ABE4_0049', 'BDH_ACC4_0046']"
